Protein IDs	Protein Names	Gene Names	Protein Descriptions	Uniprot IDs	RefSeq protein IDs	Refseq mRNA ID	ENSEMBL ID	MGI ID	Protein length [amino acids]	Protein molecular weight [kDa]	Protein copy number experiment [molecules/cell]	Protein copy number replicate [molecules/cell]	Protein copy number average [molecules/cell]	mRNA copy number experiment [molecules/cell]	mRNA copy number replicate [molecules/cell]	mRNA copy number average [molecules/cell]	Protein half-life experiment [h]	Protein half-life replicate [h]	Protein half-life average [h]	mRNA half-life experiment [h]	mRNA half-life replicate [h]	mRNA half-life average [h]	transcription rate (vsr) experiment [molecules/(cell*h)]	transcription rate (vsr) replicate [molecules/(cell*h)]	transcription rate (vsr) average [molecules/(cell*h)]	translation rate constant (ksp) experiment [molecules/(mRNA*h)]	translation rate constant (ksp) replicate [molecules/(mRNA*h)]	translation rate constant (ksp) average [molecules/(mRNA*h)]
IPI00162949.1	"CDP-diacylglycerol--inositol 3-phosphatidyltransferase;Phosphatidylinositol synthase"	"Cdipt;Pis1"	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	"Q8VDP6;Q05BY1"	"NP_080914;NP_620093"	NM_026638	ENSMUST00000032920	MGI:105491	213	23,6	31244,32	45951,03	37890,75	32,08	25,65	28,69	93,9	109,65	101,47	10,64	11,92	11,26	2,8	1,99	2,36	31,53	50,41	39,87
"IPI00112493.2;IPI00874376.1;IPI00828758.2"	"Apolipoprotein O-like;Protein FAM121A;Putative uncharacterized protein"	"Apool;Fam121a;RP23-436F2.1-003"	"Apolipoprotein O-like;Putative uncharacterized protein;Apolipoprotein O-like"	"Q78IK4;B1AV13;Q9CZB4;B1AV14"	NP_080841	NM_026565	"ENSMUST00000026599;ENSMUST00000113414;ENSMUST00000113415"	"MGI:1915367;MGI:1915367"	265	29,26	31161,81	26796,27	28896,72	7,07	8,15	7,59	746,06	651,96	697,42	7,85	20,38	12,65	0,78	0,44	0,58	NA	75,51	75,51
"IPI00222924.3;IPI00830369.1;IPI00886355.1"	Transmembrane protein 214	Tmem214	"Isoform 1 of Transmembrane protein 214;Isoform 2 of Transmembrane protein 214"	"Q8BM55-1;Q8BM55;Q8BM55-2"	NP_653108	NM_144525	ENSMUST00000046349	"MGI:1916046;MGI:1916046"	687	76,43	31161,52	23843,09	27257,78	25,13	29,68	27,31	21,31	22,32	21,81	9,14	13,21	10,99	2,46	2,13	2,29	71	42,34	54,83
IPI00119113.3	"V-type proton ATPase subunit B, brain isoform;Vacuolar proton pump subunit B 2;Endomembrane proton pump 58 kDa subunit"	"Atp6v1b2;Atp6b2;Vat2"	V-type proton ATPase subunit B, brain isoform	"P62814;B0LAC8"	NP_031535	NM_007509	ENSMUST00000006435	MGI:109618	511	56,55	31154,53	64767,06	44919,79	18,22	18,14	18,18	255,36	382,29	312,44	8,51	11,01	9,68	1,88	1,49	1,67	47,36	84,45	63,24
IPI00162769.4	"39S ribosomal protein L24, mitochondrial;MRP-L24"	Mrpl24	39S ribosomal protein L24, mitochondrial	Q9CQ06	NP_080867	NM_026591	"ENSMUST00000019854;ENSMUST00000119968;ENSMUST00000121048;ENSMUST00000121920"	MGI:1914957	216	24,94	30961,33	11959,18	19242,46	25,02	25,36	25,19	164,06	98,19	126,92	5,07	6,42	5,7	3,94	3,2	3,55	35,96	13,55	22,07
"IPI00118193.1;IPI00223360.1"	"28S ribosomal protein S18b, mitochondrial;MRP-S18-b;MRP-S18-2"	Mrps18b	Isoform 1 of 28S ribosomal protein S18b, mitochondrial	"Q99N84-1;Q99N84;Q3THT9;Q3TKB7"	NP_080154	NM_025878	"ENSMUST00000025305;ENSMUST00000113782"	MGI:1914223	254	28,7	30931,42	5659,73	13231,15	46,4	40,94	43,59	67,83	87,47	77,02	8,27	6,77	7,48	4,9	4,94	4,92	23,42	4,09	9,79
"IPI00828748.1;IPI00321646.3;IPI00553357.1;IPI00874955.1;IPI00648871.1;IPI00648265.1;IPI00228092.4;IPI00649083.1"	"Novel protein containing 10 HEAT domains;Proteasome-associated protein ECM29 homolog"	"AI314180;RP23-211P15.1;RP23-211P15.1-001;Ecm29;Kiaa0368"	"Novel protein containing 10 HEAT domains;Isoform 1 of Proteasome-associated protein ECM29 homolog;Isoform 2 of Proteasome-associated protein ECM29 homolog;204 kDa protein"	"A2ALW0;Q8C9Q5;Q6PDI5-1;Q6PDI5;Q6PDI5-2;A2ALV7"	NP_759013	NM_172381	"ENSMUST00000102889;ENSMUST00000107560"	"MGI:2140220;MGI:2140220;MGI:2140220"	1840	203,7	30897,06	35063,64	32914,49	21,42	26,68	23,91	55,4	83,77	68,13	13,52	16,38	14,88	1,58	1,66	1,62	54,1	39,6	46,29
IPI00117888.1	"Protein FADD;FAS-associated death domain protein;FAS-associating death domain-containing protein;Mediator of receptor induced toxicity"	"Fadd;Mort1"	Protein FADD	"Q61160;Q8CD57"	NP_034305	NM_010175	ENSMUST00000033394	MGI:109324	205	22,96	30828,69	18610,91	23953,08	NA	NA	NA	86,94	64,81	75,07	8,62	7,53	8,06	NA	NA	NA	NA	NA	NA
"IPI00284213.3;IPI00338887.3;IPI00828548.1"	"Pre-mRNA-processing factor 40 homolog A;Formin-binding protein 3;Formin-binding protein 11"	"Prpf40a;Fbp11;Fnbp3"	"Isoform 1 of Pre-mRNA-processing factor 40 homolog A;Isoform 2 of Pre-mRNA-processing factor 40 homolog A"	"Q9R1C7-1;Q9R1C7;A0JLM8;A0PJI0;A2AQW5;Q9R1C7-2"	NP_061255	NM_018785	ENSMUST00000076313	"MGI:1860512;MGI:1860512"	953	108,48	30797,17	23947,04	27156,97	23,84	25,9	24,85	40,93	48,87	44,72	7,31	11,77	9,27	2,77	2,02	2,37	53,93	33,23	42,33
"IPI00626237.2;IPI00845652.1;IPI00420882.3;IPI00719841.1;IPI00650018.1;IPI00649744.1"	"2-oxoglutarate dehydrogenase E1 component, mitochondrial;Alpha-ketoglutarate dehydrogenase"	"Ogdh;Kiaa4192"	"Isoform 1 of 2-oxoglutarate dehydrogenase, mitochondrial;Isoform 3 of 2-oxoglutarate dehydrogenase, mitochondrial;Isoform 4 of 2-oxoglutarate dehydrogenase, mitochondrial;Isoform 2 of 2-oxoglutarate dehydrogenase, mitochondrial"	"Q60597-1;Q60597;Q60597-3;Q60597-4;Q60597-2"	NP_035086	NM_010956	"ENSMUST00000003461;ENSMUST00000093350;ENSMUST00000101554;ENSMUST00000109797"	"MGI:1098267;MGI:1098267;MGI:1098267;MGI:1098267"	1023	116,45	30764,14	35722,9	33150,93	12,5	10,38	11,39	110,46	359,4	199,25	20,59	25,08	22,72	0,71	0,5	0,59	77,17	82,08	79,58
"IPI00719871.1;IPI00761417.1;IPI00720058.4;IPI00719977.1;IPI00896707.1;IPI00223527.2"	"Putative uncharacterized protein;MKIAA0035 protein"	"Nolc1;mKIAA0035"	"nucleolar and coiled-body phosphoprotein 1 isoform D;nucleolar and coiled-body phosphoprotein 1 isoform B;nucleolar and coiled-body phosphoprotein 1 isoform C;nucleolar and coiled-body phosphoprotein 1 isoform A"	"Q3UI16;Q3UBB6;Q8CE21;Q6ZQK6;Q3TKZ9;Q3U6W2"	"NP_001034442;NP_001034440;NP_001034441;NP_444316"	NM_001039353	ENSMUST00000015320	"MGI:1918019;MGI:1918019;MGI:1918019;MGI:1918019"	701	73,56	30760,34	25054,65	27761,3	43,48	43,03	43,25	60,27	44,36	51,71	9,73	15,22	12,17	4,05	2,81	3,37	25,79	21,79	23,7
"IPI00229718.10;IPI00756624.1;IPI00751570.1"	Glycolipid transfer protein	Gltp	"Glycolipid transfer protein;22 kDa protein;20 kDa protein"	"Q9JL62;Q3U011;Q7TMS6"	NP_062795	NM_019821	ENSMUST00000012028	MGI:1929253	209	23,69	30625	19868,81	24667,43	27,87	21,47	24,46	42,24	38,41	40,28	11,07	14,79	12,79	2,36	1,43	1,84	45,43	36,85	40,92
"IPI00416906.2;IPI00469793.3;IPI00119853.1;IPI00463891.1;IPI00750570.1;IPI00798462.1;IPI00272681.2;IPI00229525.1;IPI00622913.2;IPI00798513.1"	"Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas;Adenylate cyclase-stimulating G alpha protein;Extra large alphas protein;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short"	"Gnas;Gnas1;MNCb-5546"	"Isoform XLas-1 of Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas;Isoform XLas-4 of Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas;Isoform Gnas-1 of Guanine nucleotide-binding protein G(s) subunit alpha isoforms sho"	"Q6R0H7-1;Q6R0H7;Q6R0H7-4;P63094-1;P63094;P63094-2;P63094-3"	"NP_034439;NP_001070975;NP_963910;NP_001070978"	NM_010309	"ENSMUST00000080493;ENSMUST00000087876;ENSMUST00000087877;ENSMUST00000109089;ENSMUST00000069396;ENSMUST00000087871;ENSMUST00000109087"	"MGI:95777;MGI:95777;MGI:95777;MGI:95777;MGI:95777"	1133	121,5	30616,94	27815,16	29182,44	98,65	93,97	96,29	23,22	19,54	21,3	27,88	22,94	25,29	4,76	4,73	4,74	17,03	16,94	16,98
IPI00133179.1	"28S ribosomal protein S24, mitochondrial;MRP-S24"	Mrps24	28S ribosomal protein S24, mitochondrial	Q9CQV5	NP_080356	NM_026080	ENSMUST00000020770	MGI:1928142	167	18,9	30600,36	11848,73	19041,41	25,15	18,62	21,64	75,94	99,84	87,08	15,24	15,08	15,16	1,72	1,22	1,45	41,57	18,32	27,6
"IPI00876233.1;IPI00331204.5;IPI00919146.1;IPI00918277.1;IPI00919060.1"	"Torsin-1B;Torsin family 1 member B;Putative uncharacterized protein"	Tor1b	"Torsin-1B;torsin family 1, member B precursor"	"Q9ER41;Q3TAL5;Q8CBP2;Q8VEI4"	NP_598434	NM_133673	"ENSMUST00000028199;ENSMUST00000102851"	"MGI:1353605;MGI:1353605"	339	38,16	30561,01	31292,42	30924,55	20,42	19,69	20,05	70,3	58,94	64,37	6,51	7,58	7,02	2,61	2,17	2,38	51,94	53,11	52,52
IPI00856348.1			6 kDa protein						57	6,02	30532,7	13929,54	20622,96	NA	NA	NA	242,77	439,09	326,49	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPI00266836.1	Uncharacterized protein C19orf52 homolog		Uncharacterized protein C19orf52 homolog	Q8BGX2	NP_848734	NM_178619	ENSMUST00000062125	MGI:1917023	266	29,41	30441,81	11996,89	19110,39	10,18	11,02	10,59	233,36	332,94	278,74	5,43	5,15	5,29	1,51	1,68	1,59	83,25	25,86	46,4
"IPI00125270.1;IPI00420803.4;IPI00464104.3;IPI00857711.1;IPI00111328.1;IPI00338889.3;IPI00653463.2;IPI00265379.2;IPI00857501.1;IPI00331467.2;IPI00551119.3;IPI00858060.1"	"TSC22 domain family protein 1;Transforming growth factor beta-1-induced transcript 4 protein;Regulatory protein TSC-22;TGFB-stimulated clone 22 homolog;TSC22-related inducible leucine zipper 1b"	"Tsc22d1;Kiaa1994;Tgfb1i4;Tilz1b;Tsc22"	"Isoform 2 of TSC22 domain family protein 1;Isoform 1 of TSC22 domain family protein 1;Isoform 3 of TSC22 domain family protein 1;11 kDa protein"	"P62500-2;P62500;Q3UXU0;P62500-1;P62500-3"	"NP_033392;NP_997535"	NM_009366	ENSMUST00000048371	"MGI:109127;MGI:109127;MGI:109127"	143	15,58	30429,02	12470,41	19479,8	63,67	90	75,7	6,07	7,93	6,94	3,99	4,33	4,16	12,34	15,99	14,05	65,61	14,91	31,28
IPI00110128.3	Probable glutathione peroxidase 8	Gpx8	Probable glutathione peroxidase 8	Q9D7B7	NP_081403	NM_027127	ENSMUST00000022282	MGI:1916840	209	24,15	30381,71	20751,02	25108,79	NA	NA	NA	13,02	15,58	14,24	7,6	8,92	8,24	NA	NA	NA	NA	NA	NA
"IPI00117944.1;IPI00857415.1;IPI00858161.1"	"Tumor susceptibility gene 101 protein;ESCRT-I complex subunit TSG101"	Tsg101	Tumor susceptibility gene 101 protein	"Q61187;Q3UCW0;Q3UK08;Q6LBE4"	NP_068684	NM_021884	ENSMUST00000014546	MGI:106581	391	44,12	30379,8	39723,61	34738,96	14,61	14,09	14,34	34,52	31	32,71	10,67	11,32	10,99	1,27	1,13	1,2	93,54	124,19	107,78
"IPI00123010.3;IPI00856703.1;IPI00654224.3"	Protein misato homolog 1	Msto1	"Isoform 1 of Protein misato homolog 1;64 kDa protein;Isoform 2 of Protein misato homolog 1"	"Q2YDW2-1;Q2YDW2;Q2YDW2-2"	NP_659147	NM_144898	"ENSMUST00000087075;ENSMUST00000090941;ENSMUST00000107494"	"MGI:2385175;MGI:2385175"	556	61,23	30363,85	38056,79	33993,39	41,6	41,3	41,45	90,82	102,85	96,65	8,37	10,44	9,35	4,35	3,53	3,92	23,78	26,29	25
IPI00132099.1	Zinc finger matrin-type protein 2	Zmat2	Zinc finger matrin-type protein 2	Q9CPW7	NP_079870	NM_025594	ENSMUST00000001419	MGI:1913742	199	23,61	30349,35	4057,23	11096,59	12,1	10,99	11,53	18,03	15,51	16,72	9,53	18,89	13,42	1,15	0,62	0,84	158,36	24,5	62,29
IPI00308001.1	"Mitochondrial inner membrane protein OXA1L;Oxidase assembly 1-like protein"	Oxa1l	Mitochondrial inner membrane protein OXA1L	"Q8BGA9;Q3TC56;Q3U3X8;Q3UTE7"	NP_081212	NM_026936	ENSMUST00000000985	MGI:1916339	433	48,22	30347,39	5230,52	12598,91	10,13	9,71	9,92	33,81	23,89	28,42	10,53	13,63	11,98	0,89	0,68	0,78	135,99	27,31	60,94
"IPI00272230.1;IPI00221836.1"	Ras-related protein Rab-39B	Rab39b	Ras-related protein Rab-39B	"Q8BHC1;Q0PD14"	NP_780331	NM_175122	ENSMUST00000033545	MGI:1915040	213	24,64	30318,54	20869,58	25154,23	4,55	4,01	4,27	53,36	95,25	71,29	5,44	7,18	6,25	0,68	0,46	0,56	251,26	150,88	194,71
IPI00118834.1	"Zinc transporter SLC39A7;Solute carrier family 39 member 7;Histidine-rich membrane protein Ke4"	"Slc39a7;H2-Ke4;Hke4"	Zinc transporter SLC39A7	"Q31125;Q14C53"	"NP_001071177;NP_032228"	NM_001077709	ENSMUST00000025186	MGI:95909	476	50,66	30303,59	7865,75	15438,92	70,28	78,11	74,09	88,04	233,99	143,53	9,46	12,13	10,72	6,69	5,97	6,32	14,16	2,5	5,95
"IPI00137601.2;IPI00461183.1"	Coiled-coil domain-containing protein 44	Ccdc44	Translational activator of cytochrome c oxidase 1	Q8K0Z7	NP_081622	NM_027346	ENSMUST00000002048	MGI:1917457	294	32,31	30299,2	9406,43	16882,16	6,72	3,68	4,97	62,16	72,6	67,18	4,6	4,58	4,59	1,15	0,62	0,85	161,6	79,39	113,27
"IPI00120264.1;IPI00889294.1;IPI00648089.1"	"Immunity-related GTPase family M protein;Immunity-related GTPase family M protein 1;Interferon-inducible protein 1;LPS-stimulated RAW 264.7 macrophage protein 47;Immunity-related GTPase family M member 1"	"Irgm;Ifi1;Iigp3;Irgm1;RP23-14F5.1-003"	"Isoform 1 of Immunity-related GTPase family M protein;Isoform 2 of Immunity-related GTPase family M protein;Immunity-related GTPase family M member 1"	"Q60766-1;Q60766;Q60766-2;Q5NCB5"	NP_032352	NM_008326	"ENSMUST00000049519;ENSMUST00000097271"	"MGI:107567;MGI:107567;MGI:107567"	409	46,55	30279,03	89316,26	52003,94	7,96	17,93	11,94	65,14	NA	65,14	3,42	6,74	4,81	1,77	NA	1,77	133,98	NA	133,98
IPI00222188.4	"Collagen alpha-2(I) chain;Alpha-2 type I collagen"	"Col1a2;Cola2"	Collagen alpha-2(I) chain	"Q01149;Q3TP88;Q3TU64;Q3TUE2;Q3TX57;Q7TN67;Q91VL4"	NP_031769	NM_007743	ENSMUST00000031668	MGI:88468	1372	129,56	30265,28	46112,77	37357,94	220,62	432	308,72	1,76	4,38	2,78	26,41	61,99	40,47	10,93	13,8	12,28	57,17	19,19	33,12
"IPI00555125.1;IPI00124954.1"	"Kif5b protein;Kinesin-1 heavy chain;Ubiquitous kinesin heavy chain;Conventional kinesin heavy chain"	"Kif5b;Khcs;Kns1"	"kinesin family member 5B;Kinesin-1 heavy chain"	"Q05CG8;Q3UWI9;Q5BL10;Q6NSS5;Q8CFE7;Q9CUT6;Q61768"	NP_032474	NM_008448	ENSMUST00000025083	"MGI:1098268;MGI:1098268"	963	109,55	30208,53	32085,05	31132,65	17,69	18,31	18	64,44	71,07	67,67	8,01	19,01	12,34	1,91	1,03	1,41	60,88	55,41	58,08
"IPI00111255.1;IPI00474508.1;IPI00850817.1;IPI00849737.1;IPI00850715.1;IPI00918086.1;IPI00918162.1;IPI00919175.1"	"Cytochrome c oxidase subunit 7C, mitochondrial;Cytochrome c oxidase polypeptide VIIc;Cytochrome c oxidase, subunit VIIc"	"Cox7c;Cox7c1;RP23-213P21.1-004"	"Cytochrome c oxidase subunit 7C, mitochondrial;7 kDa protein;hypothetical protein isoform 1;hypothetical protein isoform 1;hypothetical protein isoform 2;Cytochrome c oxidase, subunit VIIc;4 kDa protein"	"P17665;B8JJA8;B8JJA9"	"NP_031775;XP_001480433;XP_001480430;XP_001477303;XP_001477891;XP_001477313;XP_001477906"	NM_007749	ENSMUST00000017922	MGI:103226	63	7,33	30206,71	43300,32	36165,73	53,3	87,28	68,21	97,32	207,62	142,15	20,46	18,92	19,67	3,04	4,94	3,87	18,25	12,52	15,12
"IPI00875961.1;IPI00857086.1"	"Protein canopy homolog 4;Protein associated with Tlr4"	"Cnpy4;Prat4b"	"Protein canopy homolog 4;18 kDa protein"	Q8BQ47	NP_848727	NM_178612	ENSMUST00000110934	MGI:1913705	245	28,09	30192,33	18844,03	23852,57	9,73	12,75	11,14	76,61	109,82	91,73	5,72	17,51	10	1,38	0,76	1,02	105,11	41,64	66,16
"IPI00467495.4;IPI00851006.1;IPI00271992.7;IPI00468582.2;IPI00857336.1;IPI00858319.1;IPI00653649.1"	Glia maturation factor beta	Gmfb	Glia maturation factor, beta	"Q9CQI3;A7VJ98;Q80X87"	NP_071306	NM_022023	"ENSMUST00000079314;ENSMUST00000111817"	MGI:1927133	143	16,82	30143,76	59407,5	42317,43	16,14	13,24	14,62	104,65	106,73	105,68	9,04	9,51	9,27	1,59	1,22	1,39	59	126,85	86,51
"IPI00828488.1;IPI00622847.2;IPI00890022.2;IPI00405058.6"	"Heterogeneous nuclear ribonucleoproteins A2/B1;hnRNP A2 / hnRNP B1;Heterogeneous nuclear ribonucleoprotein A2/B1"	"Hnrnpa2b1;Hnrpa2b1"	"Isoform 1 of Heterogeneous nuclear ribonucleoproteins A2/B1;Isoform 2 of Heterogeneous nuclear ribonucleoproteins A2/B1;Heterogeneous nuclear ribonucleoprotein A2/B1;Isoform 3 of Heterogeneous nuclear ribonucleoproteins A2/B1"	"O88569-1;O88569;O88569-2;B7ZP22;O88569-3"	"NP_058086;NP_872591"	NM_016806	"ENSMUST00000069949;ENSMUST00000090002;ENSMUST00000114459;ENSMUST00000116609"	"MGI:104819;MGI:104819;MGI:104819"	353	37,4	30129,77	41633,17	35417,48	114,85	102,75	108,63	74,76	116,97	93,51	9,35	24,17	15,04	11,03	5,02	7,44	8,98	11,28	10,06
"IPI00651876.3;IPI00331128.3"	"Putative uncharacterized protein;Ras-related protein Rab-8A;Oncogene c-mel"	"Rab8a;Mel;Rab8"	"Putative uncharacterized protein;Ras-related protein Rab-8A"	"Q3UHW5;P55258;Q0PD50"	NP_075615	NM_023126	"ENSMUST00000098631;ENSMUST00000003121"	"MGI:96960;MGI:96960"	208	23,64	30121,42	23696,57	26716,56	16,1	18,78	17,39	40,78	42,75	41,75	10,52	13,21	11,79	1,42	1,35	1,38	78,44	47,93	61,31
"IPI00115682.1;IPI00116253.3;IPI00223104.1;IPI00720068.1;IPI00314325.5;IPI00607002.2"	"Putative uncharacterized protein;SPI6;Serine (Or cysteine) peptidase inhibitor, clade B, member 9"	"Serpinb9;mCG_17886"	serine (or cysteine) proteinase inhibitor, clade B, member 9	O08797	NP_033282	NM_009256	"ENSMUST00000006391;ENSMUST00000063191"	MGI:106603	374	42,26	30102,56	32046,41	31059,28	6,23	3,74	4,82	145,06	NA	145,06	11,66	31,03	19,02	0,51	NA	0,51	144,13	NA	144,13
"IPI00129383.1;IPI00885311.1;IPI00885381.1"	"tRNA (guanine-N(7)-)-methyltransferase;tRNA(m7G46)-methyltransferase;Methyltransferase-like protein 1"	Mettl1	"tRNA (guanine-N(7)-)-methyltransferase;26 kDa protein"	Q9Z120	NP_034922	NM_010792	ENSMUST00000006915	MGI:1339986	268	30,6	30089,85	23552,21	26621,09	16,19	8,28	11,58	32,42	45,1	38,24	6,16	4,22	5,09	2,16	1,51	1,81	85,63	104,55	94,62
"IPI00118026.1;IPI00858096.1;IPI00857358.1;IPI00857702.1;IPI00380276.1;IPI00663437.1"	"AP-1 complex subunit sigma-1A;Adapter-related protein complex 1 sigma-1A subunit;Adaptor protein complex AP-1 sigma-1A subunit;Sigma-adaptin 1A;Sigma1A-adaptin;Golgi adaptor HA1/AP1 adaptin sigma-1A subunit;HA1 19 kDa subunit;Clathrin assembly protein complex 1 sigma-1A small chain;Clathrin coat assembly protein AP19;Sigma 1a subunit of AP-1 clathrin"	"Ap1s1;Ap19"	"AP-1 complex subunit sigma-1A;22 kDa protein;18 kDa protein;9 kDa protein"	P61967	NP_031483	NM_007457	ENSMUST00000111080	MGI:1098244	158	18,73	30064,04	29751	29907,11	96,7	70,19	82,38	33,53	45,89	39,23	13,96	13,08	13,51	6,98	5,08	5,96	14,19	15,63	14,89
"IPI00222582.2;IPI00831238.1"	Cytochrome P450 20A1	Cyp20a1	"Cytochrome P450 20A1;33 kDa protein"	"Q8BKE6;Q80Y48"	NP_084289	NM_030013	ENSMUST00000060608	MGI:1925201	462	52,15	30062,26	28252,08	29143,12	17,2	15,95	16,57	74,94	91,84	82,96	7,32	5,84	6,54	2	2,18	2,09	59,65	51,66	55,51
IPI00230185.5	Glycerol-3-phosphate dehydrogenase [NAD+], cytoplasmic	"Gpd1;Gdc-1;Gdc1;Kiaa4010"	Glycerol-3-phosphate dehydrogenase [NAD+], cytoplasmic	P13707	NP_034401		ENSMUST00000023760	MGI:95679	349	37,57	30059,64	16608,19	22343,59	NA	NA	NA	102,06	460,15	216,71	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IPI00222412.3;IPI00649757.2"	"CAAX prenyl protease 1 homolog;Prenyl protein-specific endoprotease 1;Farnesylated proteins-converting enzyme 1;Zinc metalloproteinase Ste24 homolog"	"Zmpste24;Face1"	CAAX prenyl protease 1 homolog	"Q80W54;B9EHY2"	NP_766288	NM_172700	ENSMUST00000058754	MGI:1890508	475	54,73	30039,89	59177,16	42162,49	21,77	19,89	20,81	74,52	76,33	75,42	12,77	23,91	17,48	1,67	0,98	1,28	47,35	92,14	66,05
"IPI00453776.1;IPI00808494.1;IPI00187227.1;"	"Early endosome antigen 1;Eea1 protein"	Eea1	"Early endosome antigen 1;Eea1 protein (Fragment)"	"Q8BL66;Q3TQY5;Q05CS7"	NP_001001932	NM_001001932	"ENSMUST00000053484;ENSMUST00000105288"	"MGI:2442192;MGI:2442192"	1411	160,91	30029,74	22640,57	26074,71	9,31	10,06	9,68	77,7	85,32	81,42	6,28	8,21	7,18	1,22	1,04	1,13	108,9	67,16	85,52
IPI00115977.1	"NAD-dependent malic enzyme, mitochondrial;Malic enzyme 2"	Me2	NAD-dependent malic enzyme, mitochondrial	"Q99KE1;Q3TSD4;Q3V2Y4"	NP_663469	NM_145494	ENSMUST00000025439	MGI:2147351	589	65,8	29941,42	18763,89	23702,69	17,48	12,37	14,7	69,91	93,7	80,94	19	16,57	17,75	1,04	0,76	0,89	59,9	44,39	51,57
"IPI00622716.4;IPI00874736.1"	"Beta-catenin-like protein 1;Nuclear-associated protein"	Ctnnbl1	"Beta-catenin-like protein 1;65 kDa protein"	"Q9CWL8;A2ACD3;Q3UJX2;Q3UKS4"	NP_079956	NM_025680	ENSMUST00000029178	MGI:1913892	563	64,98	29925,34	18144,59	23301,99	9,82	11,05	10,42	76,58	96,91	86,15	14,57	24,9	19,05	0,69	0,53	0,6	103,93	47,69	70,4
IPI00110760.1	DnaJ homolog subfamily B member 4	Dnajb4	DnaJ homolog subfamily B member 4	Q9D832	"NP_080202;NP_081563"	NM_025926	"ENSMUST00000029669;ENSMUST00000050073"	MGI:1914285	337	37,78	29856,14	48179,57	37926,98	6,46	7,34	6,89	62,81	NA	62,81	3	4,28	3,58	1,62	NA	1,62	164,2	NA	164,2
"IPI00890076.1;IPI00169711.1"	"Monoamine oxidase A;Monoamine oxidase A, isoform CRA_b;Amine oxidase [flavin-containing] A;Monoamine oxidase type A"	"Maoa;RP23-68J21.1-001;mCG_3052"	"monoamine oxidase A;Amine oxidase [flavin-containing] A"	"B1AX52;Q3TPD9;Q3U2X5;Q3UJ53;Q64133"	NP_776101	NM_173740	ENSMUST00000026013	"MGI:96915;MGI:96915"	526	59,6	29849,34	28173,06	28999,09	7,69	4,42	5,83	291,27	NA	291,27	24,07	23,13	23,59	0,4	NA	0,4	106,67	NA	106,67
"IPI00762666.1;IPI00227609.2;IPI00876088.1"	"Putative uncharacterized protein;39S ribosomal protein L33, mitochondrial;L33mt;MRP-L33"	Mrpl33	"50S ribosomal protein L33;39S ribosomal protein L33, mitochondrial"	"Q8C9M6;Q9CQP0"	NP_080072	NM_025796	ENSMUST00000031024	MGI:2137225	65	7,68	29812,11	27073,89	28410,03	97,84	53,79	72,55	8,27	NA	8,27	10,04	6,3	7,95	8,91	NA	8,91	32,97	NA	32,97
"IPI00761729.1;IPI00468380.4;IPI00119762.4;IPI00856810.1;IPI00226417.3;IPI00761924.1;IPI00553827.1;IPI00405162.1;IPI00877290.1"	"Serine/threonine-protein kinase DCLK1;Doublecortin-like and CAM kinase-like 1;Doublecortin-like protein;Double cortin and calcium/calmodulin-dependent protein kinase-like 1, isoform CRA_c;Putative uncharacterized protein"	"Dclk1;Dcamkl1;Dclk;Dcl;mCG_126612"	"Isoform 2 of Serine/threonine-protein kinase DCLK1;Isoform 1 of Serine/threonine-protein kinase DCLK1;Double cortin and calcium/calmodulin-dependent protein kinase-like 1, isoform CRA_c;Putative uncharacterized protein"	"Q9JLM8-2;Q9JLM8;Q9JLM8-1;A3KN70;Q8CCN4;Q8CHG1;Q9JLM7;Q3UGP0;Q80VB6;Q8BRN4;Q8VDT3"	"NP_064362;NP_001104523"	NM_019978	"ENSMUST00000054237;ENSMUST00000089805"	"MGI:1330861;MGI:1330861;MGI:1330861;MGI:1330861"	363	40,41	29802,36	37130,14	33265,08	1,8	2,35	2,06	22,65	34,15	27,81	11,14	15,97	13,34	0,15	0,15	0,15	915,41	664,13	779,71
"IPI00227773.1;IPI00123862.1"	"Serine/threonine-protein phosphatase PP1-gamma catalytic subunit;Protein phosphatase 1C catalytic subunit"	Ppp1cc	"Isoform Gamma-2 of Serine/threonine-protein phosphatase PP1-gamma catalytic subunit;Isoform Gamma-1 of Serine/threonine-protein phosphatase PP1-gamma catalytic subunit"	"P63087-2;P63087;Q3U7K1;P63087-1;Q6ZWM8"	NP_038664		"ENSMUST00000086294;ENSMUST00000102528"	"MGI:104872;MGI:104872"	337	38,5	29728,52	66057,65	44314,74	NA	NA	NA	23,11	26,28	24,64	NA	NA	NA	NA	NA	NA	NA	NA	NA
